0,0,0,0,0,0,0,0,0,0,0,0
0.00123376623376623,0,0,0.00785398163397448,0.00785398163397448,0.00785398163397448,0.00785398163397448,0.00785398163397448,-0.01,0.01,0.01,-0.01
0.00246753246753247,0,0,0.015707963267949,0.015707963267949,0.015707963267949,0.015707963267949,0.015707963267949,-0.02,0.02,0.02,-0.02
0.0037012987012987,0,0,0.0235619449019235,0.0235619449019235,0.0235619449019235,0.0235619449019235,0.0235619449019235,-0.03,0.03,0.03,-0.03
0.00493506493506494,0,0,0.0314159265358979,0.0314159265358979,0.0314159265358979,0.0314159265358979,0.0314159265358979,-0.04,0.04,0.04,-0.04
0.00616883116883117,0,0,0.0392699081698724,0.0392699081698724,0.0392699081698724,0.0392699081698724,0.0392699081698724,-0.05,0.05,0.05,-0.05
0.0074025974025974,0,0,0.0471238898038469,0.0471238898038469,0.0471238898038469,0.0471238898038469,0.0471238898038469,-0.06,0.06,0.06,-0.06
0.00863636363636364,0,0,0.0549778714378214,0.0549778714378214,0.0549778714378214,0.0549778714378214,0.0549778714378214,-0.07,0.07,0.07,-0.07
0.00987012987012987,0,0,0.0628318530717959,0.0628318530717959,0.0628318530717959,0.0628318530717959,0.0628318530717959,-0.08,0.08,0.08,-0.08
0.0111038961038961,0,0,0.0706858347057703,0.0706858347057703,0.0706858347057703,0.0706858347057703,0.0706858347057703,-0.09,0.09,0.09,-0.09
0.0123376623376623,0,0,0.0785398163397448,0.0785398163397448,0.0785398163397448,0.0785398163397448,0.0785398163397448,-0.1,0.1,0.1,-0.1
0.0135714285714286,0,0,0.0863937979737193,0.0863937979737193,0.0863937979737193,0.0863937979737193,0.0863937979737193,-0.11,0.11,0.11,-0.11
0.0148051948051948,0,0,0.0942477796076938,0.0942477796076938,0.0942477796076938,0.0942477796076938,0.0942477796076938,-0.12,0.12,0.12,-0.12
0.016038961038961,0,0,0.102101761241668,0.102101761241668,0.102101761241668,0.102101761241668,0.102101761241668,-0.13,0.13,0.13,-0.13
0.0172727272727273,0,0,0.109955742875643,0.109955742875643,0.109955742875643,0.109955742875643,0.109955742875643,-0.14,0.14,0.14,-0.14
0.0185064935064935,0,0,0.117809724509617,0.117809724509617,0.117809724509617,0.117809724509617,0.117809724509617,-0.15,0.15,0.15,-0.15
0.0197402597402597,0,0,0.125663706143592,0.125663706143592,0.125663706143592,0.125663706143592,0.125663706143592,-0.16,0.16,0.16,-0.16
0.020974025974026,0,0,0.133517687777566,0.133517687777566,0.133517687777566,0.133517687777566,0.133517687777566,-0.17,0.17,0.17,-0.17
0.0222077922077922,0,0,0.141371669411541,0.141371669411541,0.141371669411541,0.141371669411541,0.141371669411541,-0.18,0.18,0.18,-0.18
0.0234415584415584,0,0,0.149225651045515,0.149225651045515,0.149225651045515,0.149225651045515,0.149225651045515,-0.19,0.19,0.19,-0.19
0.0246753246753247,0,0,0.15707963267949,0.15707963267949,0.15707963267949,0.15707963267949,0.15707963267949,-0.2,0.2,0.2,-0.2
0.0259090909090909,0,0,0.164933614313464,0.164933614313464,0.164933614313464,0.164933614313464,0.164933614313464,-0.21,0.21,0.21,-0.21
0.0271428571428571,0,0,0.172787595947439,0.172787595947439,0.172787595947439,0.172787595947439,0.172787595947439,-0.22,0.22,0.22,-0.22
0.0283766233766234,0,0,0.180641577581413,0.180641577581413,0.180641577581413,0.180641577581413,0.180641577581413,-0.23,0.23,0.23,-0.23
0.0296103896103896,0,0,0.188495559215388,0.188495559215388,0.188495559215388,0.188495559215388,0.188495559215388,-0.24,0.24,0.24,-0.24
0.0308441558441558,0,0,0.196349540849362,0.196349540849362,0.196349540849362,0.196349540849362,0.196349540849362,-0.25,0.25,0.25,-0.25
0.0320779220779221,0,0,0.204203522483337,0.204203522483337,0.204203522483337,0.204203522483337,0.204203522483337,-0.26,0.26,0.26,-0.26
